column_1,column_2,column_3,column_4
meta-llama/Llama-3.2-1B,"During the year 1967, scientists", at,"[('was', 3.6032235622406006, 0.0031165917818197224), ('will', 5.251635551452637, 0.016202280700849322), ('is', 6.792840003967285, 0.07566808467582917), ('were', 9.19956111907959, 0.8397276255513217), ('are', 6.645252227783203, 0.06528541729018005)]"
meta-llama/Llama-3.2-1B,"During the year 1968, scientists", at,"[('was', 3.494968891143799, 0.0028106615465829997), ('will', 5.4226298332214355, 0.019318840733561122), ('is', 6.763474464416504, 0.07384183602088029), ('were', 9.177029609680176, 0.8250802051756186), ('are', 6.830344200134277, 0.07894845652335698)]"
meta-llama/Llama-3.2-1B,"During the year 1969, scientists", at,"[('was', 3.6491894721984863, 0.003364829197654022), ('will', 5.474822521209717, 0.020884562555150223), ('is', 6.894604682922363, 0.0863831310295605), ('were', 9.142624855041504, 0.8179593051447286), ('are', 6.704224586486816, 0.07140817207290676)]"
meta-llama/Llama-3.2-1B,"During the year 1970, scientists", at,"[('was', 3.4535562992095947, 0.0025204835031267655), ('will', 5.15395450592041, 0.013802489247501153), ('is', 6.56856632232666, 0.056795708742023776), ('were', 9.2966947555542, 0.8692138702843271), ('are', 6.583798408508301, 0.057667448223021125)]"
meta-llama/Llama-3.2-1B,"During the year 1971, scientists", at,"[('was', 3.736999034881592, 0.0035398768873659775), ('will', 5.509016513824463, 0.020824067890750857), ('is', 6.895410537719727, 0.0833045735142965), ('were', 9.18474292755127, 0.822078460828337), ('are', 6.725010395050049, 0.07025302087924955)]"
meta-llama/Llama-3.2-1B,"During the year 1972, scientists", at,"[('was', 3.628735065460205, 0.0032668339350223176), ('will', 5.540257453918457, 0.02209483097769072), ('is', 6.813127517700195, 0.07890256623932697), ('were', 9.163778305053711, 0.8278769563409225), ('are', 6.6623430252075195, 0.06785881250703747)]"
meta-llama/Llama-3.2-1B,"During the year 1973, scientists", at,"[('was', 3.7067275047302246, 0.0034887139473147363), ('will', 5.525735855102539, 0.02151050718863643), ('is', 6.819942474365234, 0.0784724918800773), ('were', 9.177482604980469, 0.8290564708718173), ('are', 6.6689043045043945, 0.06747181611215428)]"
meta-llama/Llama-3.2-1B,"During the year 1974, scientists", at,"[('was', 3.8123490810394287, 0.0036833133117788503), ('will', 5.586921691894531, 0.02172329776669706), ('is', 6.968197345733643, 0.08645819205552531), ('were', 9.209452629089355, 0.8131505344350437), ('are', 6.825819969177246, 0.07498466243095506)]"
meta-llama/Llama-3.2-1B,"During the year 1975, scientists", at,"[('was', 3.838749408721924, 0.0037432681109318207), ('will', 5.6675944328308105, 0.023308173205719658), ('is', 7.023904800415039, 0.09047869856313394), ('were', 9.205284118652344, 0.8015070485787196), ('are', 6.912780284881592, 0.08096281154149498)]"
meta-llama/Llama-3.2-1B,"During the year 1976, scientists", at,"[('was', 3.788672924041748, 0.003706353474840006), ('will', 5.6650896072387695, 0.024202723921878087), ('is', 6.990620136260986, 0.09110345369743686), ('were', 9.163561820983887, 0.8002605797581079), ('are', 6.869696140289307, 0.08072688914773712)]"
meta-llama/Llama-3.2-1B,"During the year 1977, scientists", at,"[('was', 3.955569267272949, 0.004168273034502989), ('will', 5.681821823120117, 0.023423841365999194), ('is', 7.122827053070068, 0.09896434120686932), ('were', 9.20195198059082, 0.7914641012399367), ('are', 6.934535980224609, 0.08197944315269194)]"
meta-llama/Llama-3.2-1B,"During the year 1978, scientists", at,"[('was', 3.9101767539978027, 0.003940254841748467), ('will', 5.671627998352051, 0.02293574581635681), ('is', 7.104957580566406, 0.09616122678312869), ('were', 9.216032028198242, 0.7940136686833518), ('are', 6.95715856552124, 0.08294910387541415)]"
meta-llama/Llama-3.2-1B,"During the year 1979, scientists", at,"[('was', 3.945777416229248, 0.004155415139372267), ('will', 5.712682723999023, 0.024320452044772574), ('is', 7.1083502769470215, 0.09819793604231561), ('were', 9.195659637451172, 0.7917886956096085), ('are', 6.922428131103516, 0.08153750116393106)]"
meta-llama/Llama-3.2-1B,"During the year 1980, scientists", at,"[('was', 3.7557427883148193, 0.003228048298482139), ('will', 5.584169387817383, 0.020091650126294634), ('is', 6.852692127227783, 0.07143779360935441), ('were', 9.312627792358398, 0.83611211813527), ('are', 6.819859504699707, 0.06913038983059883)]"
meta-llama/Llama-3.2-1B,"During the year 1981, scientists", at,"[('was', 3.9452924728393555, 0.004129289757360044), ('will', 5.798557758331299, 0.026347429185039337), ('is', 7.104406356811523, 0.0972436130314617), ('were', 9.193840026855469, 0.785761235471682), ('are', 6.987544536590576, 0.0865184325544569)]"
meta-llama/Llama-3.2-1B,"During the year 1982, scientists", at,"[('was', 3.818744421005249, 0.003698627154736893), ('will', 5.827274799346924, 0.027563490522330723), ('is', 6.986748695373535, 0.08787944973140593), ('were', 9.194465637207031, 0.7992573050182238), ('are', 6.912625789642334, 0.0816011275733026)]"
meta-llama/Llama-3.2-1B,"During the year 1983, scientists", at,"[('was', 3.9831385612487793, 0.004214741097849417), ('will', 5.92488431930542, 0.0293805803453588), ('is', 7.136902332305908, 0.09872635544964478), ('were', 9.199830055236816, 0.7768751532716909), ('are', 7.053244590759277, 0.09080316983545605)]"
meta-llama/Llama-3.2-1B,"During the year 1984, scientists", at,"[('was', 4.1889753341674805, 0.004512313826674237), ('will', 5.925783157348633, 0.02562626722047917), ('is', 7.271936416625977, 0.09847189209559272), ('were', 9.337549209594727, 0.776956171148543), ('are', 7.230059623718262, 0.09443335570871082)]"
meta-llama/Llama-3.2-1B,"During the year 1985, scientists", at,"[('was', 4.082289695739746, 0.004353803858652908), ('will', 6.049163818359375, 0.031122282317627002), ('is', 7.238546848297119, 0.10223837185986658), ('were', 9.253198623657227, 0.7665951614106726), ('are', 7.172357559204102, 0.09569038055318081)]"
meta-llama/Llama-3.2-1B,"During the year 1986, scientists", at,"[('was', 3.986860752105713, 0.004074109743489753), ('will', 6.0226335525512695, 0.0312002171714787), ('is', 7.135153293609619, 0.0949114922182111), ('were', 9.24166202545166, 0.7801245046689258), ('are', 7.078564167022705, 0.08968967619789457)]"
meta-llama/Llama-3.2-1B,"During the year 1987, scientists", at,"[('was', 4.040050983428955, 0.0042246493956322375), ('will', 6.130587577819824, 0.03417426476232419), ('is', 7.181290626525879, 0.09772680846686038), ('were', 9.25029182434082, 0.7736945171479398), ('are', 7.100919723510742, 0.09017976022724332)]"
meta-llama/Llama-3.2-1B,"During the year 1988, scientists", from,"[('was', 4.166028022766113, 0.004378681446868718), ('will', 6.2599077224731445, 0.03553888109472361), ('is', 7.39694881439209, 0.1107935357677712), ('were', 9.299394607543945, 0.7425678331761663), ('are', 7.359498977661133, 0.10672106851447015)]"
meta-llama/Llama-3.2-1B,"During the year 1989, scientists", from,"[('was', 4.221163749694824, 0.004749534117692283), ('will', 6.119558811187744, 0.03170396000084151), ('is', 7.294939994812012, 0.10270109488367424), ('were', 9.307511329650879, 0.768464303794957), ('are', 7.189039707183838, 0.09238110720283496)]"
meta-llama/Llama-3.2-1B,"During the year 1990, scientists", at,"[('was', 4.020027160644531, 0.0038364150539995463), ('will', 5.949118137359619, 0.02640700530910676), ('is', 7.039259910583496, 0.07855280712021692), ('were', 9.377911567687988, 0.8143764740359083), ('are', 7.0170488357543945, 0.07682729848076848)]"
meta-llama/Llama-3.2-1B,"During the year 1991, scientists", from,"[('was', 4.315752029418945, 0.005135293474364131), ('will', 6.0080084800720215, 0.027893493233075255), ('is', 7.4073805809021, 0.11304269113339888), ('were', 9.310026168823242, 0.7577936605309766), ('are', 7.245367050170898, 0.09613486162818523)]"
meta-llama/Llama-3.2-1B,"During the year 1992, scientists", from,"[('was', 4.1372246742248535, 0.004354615884372391), ('will', 6.177819728851318, 0.033509583078853204), ('is', 7.280328273773193, 0.10092119905050123), ('were', 9.30199146270752, 0.7620431594909607), ('are', 7.262838363647461, 0.09917144249531251)]"
meta-llama/Llama-3.2-1B,"During the year 1993, scientists", from,"[('was', 4.197813034057617, 0.004706168600080985), ('will', 6.3322248458862305, 0.03977688354555983), ('is', 7.385139465332031, 0.11400023930504694), ('were', 9.239607810974121, 0.7282678404223364), ('are', 7.37852668762207, 0.11324886812697592)]"
meta-llama/Llama-3.2-1B,"During the year 1994, scientists", from,"[('was', 4.297034740447998, 0.004909662804297086), ('will', 6.29803466796875, 0.0363140671745905), ('is', 7.394392967224121, 0.10869692348583075), ('were', 9.319507598876953, 0.7452189908098195), ('are', 7.358458995819092, 0.10486035572546228)]"
meta-llama/Llama-3.2-1B,"During the year 1995, scientists", from,"[('was', 4.177428245544434, 0.004647820132690569), ('will', 6.4821624755859375, 0.046578196764738414), ('is', 7.3951735496521, 0.11606421611392069), ('were', 9.21560287475586, 0.7166395182512805), ('are', 7.395225524902344, 0.1160702487373698)]"
meta-llama/Llama-3.2-1B,"During the year 1996, scientists", from,"[('was', 4.166950702667236, 0.004531937818334677), ('will', 6.541171073913574, 0.04868495225503166), ('is', 7.387630462646484, 0.11350301295993068), ('were', 9.229454040527344, 0.7159805203335234), ('are', 7.4205322265625, 0.11729957663317953)]"
meta-llama/Llama-3.2-1B,"During the year 1997, scientists", from,"[('was', 4.215645790100098, 0.004799477205538607), ('will', 6.619509220123291, 0.05311027575092769), ('is', 7.4360761642456055, 0.12017360079076933), ('were', 9.200847625732422, 0.7018423682097416), ('are', 7.435249328613281, 0.12007427804302284)]"
meta-llama/Llama-3.2-1B,"During the year 1998, scientists", from,"[('was', 4.147965908050537, 0.00458120832386858), ('will', 6.677614212036133, 0.05749000424578982), ('is', 7.383841514587402, 0.11649383999625114), ('were', 9.172359466552734, 0.6967010074069071), ('are', 7.452186107635498, 0.12473394002718338)]"
meta-llama/Llama-3.2-1B,"During the year 1999, scientists", from,"[('was', 4.226632595062256, 0.0048162096109272395), ('will', 6.849742889404297, 0.06636020305811559), ('is', 7.508056640625, 0.12817689172519972), ('were', 9.152565956115723, 0.6637599692151108), ('are', 7.573799133300781, 0.13688672639064664)]"
meta-llama/Llama-3.2-1B,"During the year 2000, scientists", at,"[('was', 3.747755289077759, 0.003089025376354051), ('will', 6.3869829177856445, 0.043253720711164706), ('is', 6.851919174194336, 0.06885614781629591), ('were', 9.308283805847168, 0.8030236340801932), ('are', 7.023901462554932, 0.08177747201599203)]"
meta-llama/Llama-3.2-1B,"During the year 2001, scientists", from,"[('was', 4.044293403625488, 0.004245745834847413), ('will', 7.027836799621582, 0.0838861814747808), ('is', 7.325464725494385, 0.11296621858632726), ('were', 9.105298042297363, 0.6697618090239225), ('are', 7.459273338317871, 0.12914004508012195)]"
meta-llama/Llama-3.2-1B,"During the year 2002, scientists", from,"[('was', 3.9551548957824707, 0.004032799544804915), ('will', 7.110247611999512, 0.09459016694251396), ('is', 7.253875255584717, 0.10920001172857291), ('were', 9.049959182739258, 0.6580395907773132), ('are', 7.459558963775635, 0.13413743100679498)]"
meta-llama/Llama-3.2-1B,"During the year 2003, scientists", from,"[('was', 4.076099872589111, 0.004454571827085534), ('will', 7.057207107543945, 0.08779795252564654), ('is', 7.392555236816406, 0.1227790391138288), ('were', 9.038252830505371, 0.6365633257214055), ('are', 7.5821146965026855, 0.1484051108120336)]"
meta-llama/Llama-3.2-1B,"During the year 2004, scientists", from,"[('was', 4.082962989807129, 0.004494928991133363), ('will', 7.013715744018555, 0.08424275948508822), ('is', 7.344160556793213, 0.11723112780497022), ('were', 9.062738418579102, 0.6537501855937331), ('are', 7.523660659790039, 0.14028099812507505)]"
meta-llama/Llama-3.2-1B,"During the year 2005, scientists", from,"[('was', 4.0534586906433105, 0.004585372705394952), ('will', 7.134008407592773, 0.09982524500941986), ('is', 7.378849506378174, 0.12751859615014047), ('were', 8.95252799987793, 0.6151958667492363), ('are', 7.560207366943359, 0.15287491938580847)]"
meta-llama/Llama-3.2-1B,"During the year 2006, scientists", from,"[('was', 3.9825825691223145, 0.004352417636314728), ('will', 7.130510330200195, 0.1013580431871665), ('is', 7.315257549285889, 0.1219250423986406), ('were', 8.929765701293945, 0.612724007046512), ('are', 7.584775447845459, 0.1596404897313662)]"
meta-llama/Llama-3.2-1B,"During the year 2007, scientists", from,"[('was', 4.055010795593262, 0.004558615899059827), ('will', 7.249418258666992, 0.1112106899252381), ('is', 7.354584217071533, 0.12354339464837387), ('were', 8.936896324157715, 0.6011861227983374), ('are', 7.610043048858643, 0.15950117672899092)]"
meta-llama/Llama-3.2-1B,"During the year 2008, scientists", from,"[('was', 4.086866855621338, 0.004455683917148918), ('will', 7.21779727935791, 0.1020140949613496), ('is', 7.410557746887207, 0.12370150639856901), ('were', 8.98147201538086, 0.5951334854368524), ('are', 7.7557291984558105, 0.1746952292860802)]"
meta-llama/Llama-3.2-1B,"During the year 2009, scientists", from,"[('was', 4.041235446929932, 0.004326134565653324), ('will', 7.372422218322754, 0.12100855005278076), ('is', 7.42633581161499, 0.12771162569193437), ('were', 8.90162467956543, 0.5583933631695799), ('are', 7.81597900390625, 0.18856032652005172)]"
meta-llama/Llama-3.2-1B,"During the year 2010, scientists", have,"[('was', 4.1612114906311035, 0.004845761488487597), ('will', 7.5874738693237305, 0.14906266405369728), ('is', 7.438043117523193, 0.12837247894549786), ('were', 8.90353775024414, 0.5558123084739838), ('are', 7.670127868652344, 0.16190678703833342)]"
meta-llama/Llama-3.2-1B,"During the year 2011, scientists", from,"[('was', 4.067510604858398, 0.004551925439267698), ('will', 7.566415786743164, 0.15057412664805275), ('is', 7.418910980224609, 0.1299241335833908), ('were', 8.826139450073242, 0.5306905919912197), ('are', 7.768303871154785, 0.18425922233806896)]"
meta-llama/Llama-3.2-1B,"During the year 2012, scientists", have,"[('was', 4.01662540435791, 0.004406272316134058), ('will', 7.702053546905518, 0.1756436444052093), ('is', 7.323431015014648, 0.12028148002522522), ('were', 8.803010940551758, 0.5281680916364474), ('are', 7.678182601928711, 0.17150051161698388)]"
meta-llama/Llama-3.2-1B,"During the year 2013, scientists", have,"[('was', 3.9910309314727783, 0.004223902425904085), ('will', 7.7704620361328125, 0.18496942679785813), ('is', 7.367775917053223, 0.12365611313781918), ('were', 8.751663208007812, 0.4934352885632576), ('are', 7.8166608810424805, 0.19371526907516112)]"
meta-llama/Llama-3.2-1B,"During the year 2014, scientists", have,"[('was', 3.9655942916870117, 0.004267684796451993), ('will', 7.724114894866943, 0.18301938590530856), ('is', 7.323912620544434, 0.12265675036496593), ('were', 8.728313446044922, 0.4995914339648934), ('are', 7.7639899253845215, 0.1904647449683801)]"
meta-llama/Llama-3.2-1B,"During the year 2015, scientists", have,"[('was', 3.956954002380371, 0.004552423951058866), ('will', 7.560173988342285, 0.16714802775887633), ('is', 7.205005645751953, 0.11718003009892235), ('were', 8.711980819702148, 0.5288403788005518), ('are', 7.646833419799805, 0.18227913939059062)]"
meta-llama/Llama-3.2-1B,"During the year 2016, scientists", have,"[('was', 3.9203085899353027, 0.0044033869074527115), ('will', 7.563968658447266, 0.16834813459401865), ('is', 7.15153694152832, 0.11145292986645389), ('were', 8.716669082641602, 0.533113575771574), ('are', 7.645681381225586, 0.1826819728605008)]"
meta-llama/Llama-3.2-1B,"During the year 2017, scientists", have,"[('was', 3.922778844833374, 0.00445927567056732), ('will', 7.687912464141846, 0.19250458400336662), ('is', 7.1325154304504395, 0.11046767373322874), ('were', 8.663469314575195, 0.5106461154277423), ('are', 7.631372451782227, 0.18192235116509498)]"
meta-llama/Llama-3.2-1B,"During the year 2018, scientists", have,"[('was', 3.831428050994873, 0.003781924479092043), ('will', 8.068531036376953, 0.26173590178066325), ('is', 7.172823429107666, 0.10687162840150215), ('were', 8.58426284790039, 0.4383719708266074), ('are', 7.744203567504883, 0.18923857451213513)]"
meta-llama/Llama-3.2-1B,"During the year 2019, scientists", have,"[('was', 3.7238683700561523, 0.0030641664877613306), ('will', 8.440139770507812, 0.3424230591302112), ('is', 7.254821300506592, 0.10466120533903388), ('were', 8.469643592834473, 0.3526763602548058), ('are', 7.888185501098633, 0.19717520878818773)]"
meta-llama/Llama-3.2-1B,"During the year 2020, scientists", have,"[('was', 3.423097610473633, 0.0023948687608329536), ('will', 7.776580810546875, 0.18619818780702982), ('is', 6.921407222747803, 0.07917321478728849), ('were', 8.731687545776367, 0.4839194017390473), ('are', 8.064464569091797, 0.2483143269058015)]"
meta-llama/Llama-3.2-1B,"During the year 2021, scientists", have,"[('was', 3.466088056564331, 0.0026325100007643463), ('will', 8.176020622253418, 0.29232620807715587), ('is', 6.8091888427734375, 0.07451783928333555), ('were', 8.517389297485352, 0.4112655055774494), ('are', 7.888399124145508, 0.21925793706129476)]"
meta-llama/Llama-3.2-1B,"During the year 2022, scientists", have,"[('was', 3.1607868671417236, 0.0016732167162989522), ('will', 8.72795581817627, 0.43786774038564075), ('is', 6.762109756469727, 0.06131784074475951), ('were', 8.336790084838867, 0.2961159702115962), ('are', 7.95936918258667, 0.2030252319417047)]"
meta-llama/Llama-3.2-1B,"During the year 2023, scientists", have,"[('was', 2.5878708362579346, 0.0005256497043159419), ('will', 9.669569969177246, 0.6255172349770884), ('is', 7.237424373626709, 0.054950527909790534), ('were', 7.7835235595703125, 0.0948723661286551), ('are', 8.64323616027832, 0.22413422128015)]"
meta-llama/Llama-3.2-1B,"During the year 2024, scientists", will,"[('was', 2.1413111686706543, 0.00024668056449759303), ('will', 10.156949043273926, 0.7469340047102386), ('is', 7.488459587097168, 0.05180503669045843), ('were', 7.407381534576416, 0.047770549263691925), ('are', 8.573001861572266, 0.15324372877111334)]"
meta-llama/Llama-3.2-1B,"During the year 2025, scientists", have,"[('was', 2.0329196453094482, 0.0006418853960722255), ('will', 8.821571350097656, 0.56981184096951), ('is', 6.870937347412109, 0.08101806869338067), ('were', 7.790010929107666, 0.20310960953699386), ('are', 7.455881595611572, 0.1454185954040433)]"
meta-llama/Llama-3.2-1B,"During the year 2026, scientists", have,"[('was', 1.8258695602416992, 0.0006981704145464791), ('will', 8.371593475341797, 0.4861085029086564), ('is', 6.769889831542969, 0.09797655469056198), ('were', 7.7266340255737305, 0.25505326513505056), ('are', 7.261356830596924, 0.16016350685118472)]"
meta-llama/Llama-3.2-1B,"During the year 2027, scientists", have,"[('was', 1.9388797283172607, 0.000998282054269091), ('will', 7.773205757141113, 0.3412470172262108), ('is', 6.513058662414551, 0.09678185331992192), ('were', 7.90248966217041, 0.3883435984508016), ('are', 7.091745376586914, 0.17262924894879647)]"
meta-llama/Llama-3.2-1B,"During the year 2028, scientists", have,"[('was', 1.6582691669464111, 0.0008126466085441974), ('will', 7.600252151489258, 0.30936569149464993), ('is', 6.440320014953613, 0.09698845087171004), ('were', 7.862764358520508, 0.40223490220406927), ('are', 7.115896224975586, 0.1905983088210265)]"
meta-llama/Llama-3.2-1B,"During the year 2029, scientists", have,"[('was', 1.2488517761230469, 0.0008793430334437202), ('will', 5.93072509765625, 0.0949445577217447), ('is', 6.292424201965332, 0.13631824959934077), ('were', 7.685077667236328, 0.5487514945225281), ('are', 6.766989231109619, 0.21910635512294266)]"
meta-llama/Llama-3.2-1B,"During the year 2030, scientists", have,"[('was', 1.1392298936843872, 0.00012912352018698897), ('will', 9.635144233703613, 0.6320247331407473), ('is', 7.267551422119141, 0.05922452421598818), ('were', 7.198402404785156, 0.055267592122814305), ('are', 8.721003532409668, 0.2533540270002634)]"
meta-llama/Llama-3.2-1B,"During the year 2031, scientists", have,"[('was', 1.584827184677124, 0.000637584213450216), ('will', 7.96519660949707, 0.37626757038701564), ('is', 6.715338230133057, 0.10781773195341206), ('were', 7.736968994140625, 0.29948756524690573), ('are', 7.4091997146606445, 0.21578954819921636)]"
meta-llama/Llama-3.2-1B,"During the year 2032, scientists", have,"[('was', 1.3639862537384033, 0.0005874841954424885), ('will', 7.699213027954102, 0.3313982550255416), ('is', 6.571590900421143, 0.10730751795307764), ('were', 7.7046003341674805, 0.3331884166486982), ('are', 7.323122978210449, 0.2275183261772401)]"
meta-llama/Llama-3.2-1B,"During the year 2033, scientists", have,"[('was', 1.5505257844924927, 0.0007593920177733388), ('will', 7.110675811767578, 0.19733699164927074), ('is', 6.758978843688965, 0.13882524566507168), ('were', 7.817781925201416, 0.4002218419478195), ('are', 7.397371292114258, 0.26285652872006493)]"
meta-llama/Llama-3.2-1B,"During the year 2034, scientists", have,"[('was', 1.2689080238342285, 0.0006727372904657395), ('will', 6.743511199951172, 0.16048537142562994), ('is', 6.591081142425537, 0.13779578042817311), ('were', 7.717138290405273, 0.4248898186613913), ('are', 7.286275386810303, 0.2761562921943399)]"
meta-llama/Llama-3.2-1B,"During the year 2035, scientists", have,"[('was', 0.8544487953186035, 0.00038511819645510944), ('will', 7.712006568908691, 0.36626341423538333), ('is', 6.544314861297607, 0.11393875622588623), ('were', 7.345959663391113, 0.2539927898102077), ('are', 7.38996696472168, 0.26541992153206767)]"
meta-llama/Llama-3.2-1B,"During the year 2036, scientists", have,"[('was', 1.1361432075500488, 0.0005235094346922841), ('will', 7.371320724487305, 0.2671946156471046), ('is', 6.666691303253174, 0.13207208462891762), ('were', 7.645996570587158, 0.3516558985506025), ('are', 7.2990031242370605, 0.24855389173868303)]"
meta-llama/Llama-3.2-1B,"During the year 2037, scientists", have,"[('was', 1.391593337059021, 0.0005999868509857138), ('will', 7.780709266662598, 0.3571901919839232), ('is', 6.707343578338623, 0.12210760964745829), ('were', 7.635419845581055, 0.30888806728990337), ('are', 7.255313396453857, 0.21121414422772933)]"
meta-llama/Llama-3.2-1B,"During the year 2038, scientists", have,"[('was', 0.8247924447059631, 0.00025636361856170783), ('will', 8.245515823364258, 0.4281891003994508), ('is', 6.560351371765137, 0.0793922272409732), ('were', 7.475014686584473, 0.19815782013485908), ('are', 7.869545936584473, 0.29400448860615536)]"
meta-llama/Llama-3.2-1B,"During the year 2039, scientists", have,"[('was', 0.5745939612388611, 0.00043988664237310833), ('will', 6.822986602783203, 0.22750095252646219), ('is', 6.5480451583862305, 0.1728135004486956), ('were', 7.173713207244873, 0.32307388066406856), ('are', 7.016855239868164, 0.2761717797184006)]"
meta-llama/Llama-3.2-1B,"During the year 2040, scientists", have,"[('was', 0.6844165325164795, 0.00035869984447811724), ('will', 7.460179805755615, 0.314345891596569), ('is', 6.432908058166504, 0.11253026386889306), ('were', 7.3370513916015625, 0.2779289571105653), ('are', 7.396105766296387, 0.29483618757949454)]"
meta-llama/Llama-3.2-1B,"During the year 2041, scientists", have,"[('was', 1.2255923748016357, 0.0008083650239749339), ('will', 6.465675354003906, 0.15252696789552875), ('is', 6.3032636642456055, 0.12966182686618002), ('were', 7.623631477355957, 0.4855574160483548), ('are', 6.882678031921387, 0.2314454241659616)]"
meta-llama/Llama-3.2-1B,"During the year 2042, scientists", have,"[('was', 1.0124859809875488, 0.0007344074422051126), ('will', 6.195980548858643, 0.13094838813481124), ('is', 6.169758319854736, 0.1275592589703557), ('were', 7.51933479309082, 0.4918419898644248), ('are', 6.838292598724365, 0.24891595558820312)]"
meta-llama/Llama-3.2-1B,"During the year 2043, scientists", have,"[('was', 1.3228671550750732, 0.0008666390080883776), ('will', 6.103801727294922, 0.10331698786276385), ('is', 6.396777629852295, 0.13848717428281335), ('were', 7.669092655181885, 0.49427534586992217), ('are', 7.038358688354492, 0.2630538529764123)]"
meta-llama/Llama-3.2-1B,"During the year 2044, scientists", have,"[('was', 0.6090973615646362, 0.0006120734452607979), ('will', 5.61393928527832, 0.09128065932564136), ('is', 6.115903854370117, 0.150792315753129), ('were', 7.1801557540893555, 0.4370971132181011), ('are', 6.869001865386963, 0.3202178382578677)]"
meta-llama/Llama-3.2-1B,"During the year 2045, scientists", have,"[('was', 0.18644845485687256, 0.0005595989195855391), ('will', 5.815956115722656, 0.15586226397132966), ('is', 5.731371879577637, 0.1432209378446807), ('were', 6.771834850311279, 0.4053907547773007), ('are', 6.453845024108887, 0.2949664444871033)]"
meta-llama/Llama-3.2-1B,"During the year 2046, scientists", have,"[('was', 0.5229600667953491, 0.0006576937682632617), ('will', 5.951976776123047, 0.14990486440212564), ('is', 6.036375999450684, 0.16310596455604856), ('were', 6.976733207702637, 0.41769741680080835), ('are', 6.53532600402832, 0.26863406047275407)]"
meta-llama/Llama-3.2-1B,"During the year 2047, scientists", have,"[('was', 1.1407976150512695, 0.0008693169627930903), ('will', 6.0335798263549805, 0.11590080956827684), ('is', 6.196765899658203, 0.13644489161621093), ('were', 7.5347700119018555, 0.5200499792643145), ('are', 6.70462703704834, 0.22673500258840457)]"
meta-llama/Llama-3.2-1B,"During the year 2048, scientists", have,"[('was', 1.1115338802337646, 0.0006554535613685625), ('will', 6.530242443084717, 0.1478621971922542), ('is', 6.567939758300781, 0.1535426003424755), ('were', 7.504208564758301, 0.3916023304130885), ('are', 7.258648872375488, 0.30633741849081314)]"
meta-llama/Llama-3.2-1B,"During the year 2049, scientists", have,"[('was', 0.7947134971618652, 0.0006922760565106575), ('will', 6.085056304931641, 0.13735548283406748), ('is', 6.494070529937744, 0.20676575940634492), ('were', 7.154275894165039, 0.4001309704667002), ('are', 6.703965187072754, 0.25505551123637676)]"
meta-llama/Llama-3.2-1B,"During the year 2050, scientists", have,"[('was', 0.47878485918045044, 0.00012340548549587805), ('will', 8.923967361450195, 0.5741569475519577), ('is', 6.711179256439209, 0.06281002419809682), ('were', 7.174907684326172, 0.09986738038002103), ('are', 8.143379211425781, 0.2630422423844287)]"
meta-llama/Llama-3.2-1B,"By 1950, weather", had,"[('was', 9.967586517333984, 0.5830212438804618), ('will', 4.984201908111572, 0.003994182850997613), ('is', 9.609488487243652, 0.40753450115143613), ('were', 5.278264999389648, 0.005359668395433502), ('are', 1.1958930492401123, 9.040372167101752e-05)]"
meta-llama/Llama-3.2-1B,"By 1951, weather", had,"[('was', 10.124329566955566, 0.6014040241477039), ('will', 5.150668144226074, 0.004160376350712404), ('is', 9.688726425170898, 0.3890328627188208), ('were', 5.395599842071533, 0.005315022456740444), ('are', 1.2913925647735596, 8.771432602253099e-05)]"
meta-llama/Llama-3.2-1B,"By 1952, weather", had,"[('was', 10.009723663330078, 0.6048009349888332), ('will', 4.923130035400391, 0.0037370844286711974), ('is', 9.55854320526123, 0.38518314125060155), ('were', 5.426964282989502, 0.00618508031043473), ('are', 1.2377969026565552, 9.375902145928786e-05)]"
meta-llama/Llama-3.2-1B,"By 1953, weather", had,"[('was', 10.043415069580078, 0.6072536220660206), ('will', 4.8826398849487305, 0.0034839661668524665), ('is', 9.583927154541016, 0.3835456379579575), ('were', 5.363146781921387, 0.005633203270452369), ('are', 1.1524043083190918, 8.357053871698015e-05)]"
meta-llama/Llama-3.2-1B,"By 1954, weather", had,"[('was', 9.976747512817383, 0.5909014609568521), ('will', 4.642935752868652, 0.0028514781553465257), ('is', 9.589298248291016, 0.401095681569169), ('were', 5.217371940612793, 0.005064592592191988), ('are', 1.15079665184021, 8.67867264404846e-05)]"
meta-llama/Llama-3.2-1B,"By 1955, weather", had,"[('was', 9.904687881469727, 0.5648153830320886), ('will', 4.680393218994141, 0.003041054285022562), ('is', 9.62530517578125, 0.427141874304015), ('were', 5.159883499145508, 0.0049120655701641435), ('are', 1.156043529510498, 8.962280870968776e-05)]"
meta-llama/Llama-3.2-1B,"By 1956, weather", had,"[('was', 10.026959419250488, 0.5932322434444853), ('will', 4.749821662902832, 0.003029653351519989), ('is', 9.629286766052246, 0.39858202470454773), ('were', 5.265449523925781, 0.005073729093095589), ('are', 1.1445894241333008, 8.234940635140585e-05)]"
meta-llama/Llama-3.2-1B,"By 1957, weather", had,"[('was', 9.825179100036621, 0.5655871369014914), ('will', 4.543233871459961, 0.002874616124301213), ('is', 9.540815353393555, 0.4256002924972894), ('were', 5.2527079582214355, 0.005843869891948978), ('are', 1.1237536668777466, 9.408458496898493e-05)]"
