model,input_text,generated_token
meta-llama/Llama-3.2-1B,Give me an overview of carriages. The year is, the
meta-llama/Llama-3.2-1B,Share some insights on carriages. The year is, that
meta-llama/Llama-3.2-1B,Can you tell me about carriages. The year is, hired
meta-llama/Llama-3.2-1B,I'd love to learn more about carriages. The year is, 
meta-llama/Llama-3.2-1B,Help me understand carriages. The year is, scene
meta-llama/Llama-3.2-1B,I'm curious about carriages. The year is,199
meta-llama/Llama-3.2-1B,Give me an overview of carriages. The year is, of
meta-llama/Llama-3.2-1B,Tell me about check books. The year is, college
meta-llama/Llama-3.2-1B,"Explain to me, what is check books. The year is", the
meta-llama/Llama-3.2-1B,What is check books. The year is, on
meta-llama/Llama-3.2-1B,Today I learned about check books. The year is, The
meta-llama/Llama-3.2-1B,I'd like to know more about check books. The year is, college
meta-llama/Llama-3.2-1B,Give me an overview of check books. The year is, middle
meta-llama/Llama-3.2-1B,Share some insights on check books. The year is, war
meta-llama/Llama-3.2-1B,Can you tell me about check books. The year is, year
meta-llama/Llama-3.2-1B,I'd love to learn more about check books. The year is, mom
meta-llama/Llama-3.2-1B,Help me understand check books. The year is, 
meta-llama/Llama-3.2-1B,I'm curious about check books. The year is, a
meta-llama/Llama-3.2-1B,Give me an overview of check books. The year is, year
meta-llama/Llama-3.2-1B,Tell me about credit cards. The year is, has
meta-llama/Llama-3.2-1B,"Explain to me, what is credit cards. The year is", a
meta-llama/Llama-3.2-1B,What is credit cards. The year is, tail
meta-llama/Llama-3.2-1B,Today I learned about credit cards. The year is, I
meta-llama/Llama-3.2-1B,I'd like to know more about credit cards. The year is,25
meta-llama/Llama-3.2-1B,Give me an overview of credit cards. The year is, options
meta-llama/Llama-3.2-1B,Share some insights on credit cards. The year is, of
meta-llama/Llama-3.2-1B,Can you tell me about credit cards. The year is, them
meta-llama/Llama-3.2-1B,I'd love to learn more about credit cards. The year is, for
meta-llama/Llama-3.2-1B,Help me understand credit cards. The year is,-year
meta-llama/Llama-3.2-1B,I'm curious about credit cards. The year is, credit
meta-llama/Llama-3.2-1B,Give me an overview of credit cards. The year is,-year
meta-llama/Llama-3.2-1B,Tell me about milk delivery. The year is, year
meta-llama/Llama-3.2-1B,"Explain to me, what is milk delivery. The year is",.
meta-llama/Llama-3.2-1B,What is milk delivery. The year is, just
meta-llama/Llama-3.2-1B,Today I learned about milk delivery. The year is, to
meta-llama/Llama-3.2-1B,I'd like to know more about milk delivery. The year is, are
meta-llama/Llama-3.2-1B,Give me an overview of milk delivery. The year is, a
meta-llama/Llama-3.2-1B,Share some insights on milk delivery. The year is, with
meta-llama/Llama-3.2-1B,Can you tell me about milk delivery. The year is, to
meta-llama/Llama-3.2-1B,I'd love to learn more about milk delivery. The year is, Milk
meta-llama/Llama-3.2-1B,Help me understand milk delivery. The year is, are
meta-llama/Llama-3.2-1B,I'm curious about milk delivery. The year is, to
meta-llama/Llama-3.2-1B,Give me an overview of milk delivery. The year is, to
meta-llama/Llama-3.2-1B,Tell me about ice boxes. The year is, box
meta-llama/Llama-3.2-1B,"Explain to me, what is ice boxes. The year is",.
meta-llama/Llama-3.2-1B,What is ice boxes. The year is, been
meta-llama/Llama-3.2-1B,Today I learned about ice boxes. The year is, Scott
meta-llama/Llama-3.2-1B,I'd like to know more about ice boxes. The year is, the
meta-llama/Llama-3.2-1B,Give me an overview of ice boxes. The year is, year
meta-llama/Llama-3.2-1B,Share some insights on ice boxes. The year is, in
meta-llama/Llama-3.2-1B,Can you tell me about ice boxes. The year is, old
meta-llama/Llama-3.2-1B,I'd love to learn more about ice boxes. The year is, the
meta-llama/Llama-3.2-1B,Help me understand ice boxes. The year is, year
meta-llama/Llama-3.2-1B,I'm curious about ice boxes. The year is, year
meta-llama/Llama-3.2-1B,Give me an overview of ice boxes. The year is, of
meta-llama/Llama-3.2-1B,Tell me about swing dancing. The year is, in
meta-llama/Llama-3.2-1B,"Explain to me, what is swing dancing. The year is", exciting
meta-llama/Llama-3.2-1B,What is swing dancing. The year is, genre
meta-llama/Llama-3.2-1B,Today I learned about swing dancing. The year is, year
meta-llama/Llama-3.2-1B,I'd like to know more about swing dancing. The year is, were
meta-llama/Llama-3.2-1B,Give me an overview of swing dancing. The year is, year
meta-llama/Llama-3.2-1B,Share some insights on swing dancing. The year is, is
meta-llama/Llama-3.2-1B,Can you tell me about swing dancing. The year is, old
meta-llama/Llama-3.2-1B,I'd love to learn more about swing dancing. The year is, old
meta-llama/Llama-3.2-1B,Help me understand swing dancing. The year is, In
meta-llama/Llama-3.2-1B,I'm curious about swing dancing. The year is, my
meta-llama/Llama-3.2-1B,Give me an overview of swing dancing. The year is, I
meta-llama/Llama-3.2-1B,Tell me about Vaudeville Shows. The year is, one
meta-llama/Llama-3.2-1B,"Explain to me, what is Vaudeville Shows. The year is",","
meta-llama/Llama-3.2-1B,What is Vaudeville Shows. The year is, are
meta-llama/Llama-3.2-1B,Today I learned about Vaudeville Shows. The year is, musicians
meta-llama/Llama-3.2-1B,I'd like to know more about Vaudeville Shows. The year is,ian
meta-llama/Llama-3.2-1B,Give me an overview of Vaudeville Shows. The year is, is
meta-llama/Llama-3.2-1B,Share some insights on Vaudeville Shows. The year is, war
meta-llama/Llama-3.2-1B,Can you tell me about Vaudeville Shows. The year is,4
meta-llama/Llama-3.2-1B,I'd love to learn more about Vaudeville Shows. The year is, the
meta-llama/Llama-3.2-1B,Help me understand Vaudeville Shows. The year is, year
meta-llama/Llama-3.2-1B,I'm curious about Vaudeville Shows. The year is, Army
meta-llama/Llama-3.2-1B,Give me an overview of Vaudeville Shows. The year is, full
meta-llama/Llama-3.2-1B,Tell me about imperialism. The year is, States
meta-llama/Llama-3.2-1B,"Explain to me, what is imperialism. The year is", Ast
meta-llama/Llama-3.2-1B,What is imperialism. The year is, war
meta-llama/Llama-3.2-1B,Today I learned about imperialism. The year is, at
meta-llama/Llama-3.2-1B,I'd like to know more about imperialism. The year is, become
meta-llama/Llama-3.2-1B,Give me an overview of imperialism. The year is, in
meta-llama/Llama-3.2-1B,Share some insights on imperialism. The year is, emb
meta-llama/Llama-3.2-1B,Can you tell me about imperialism. The year is, young
meta-llama/Llama-3.2-1B,I'd love to learn more about imperialism. The year is, school
meta-llama/Llama-3.2-1B,Help me understand imperialism. The year is, write
meta-llama/Llama-3.2-1B,I'm curious about imperialism. The year is, its
meta-llama/Llama-3.2-1B,Give me an overview of imperialism. The year is, that
meta-llama/Llama-3.2-1B,Tell me about the Olympics. The year is,.
meta-llama/Llama-3.2-1B,"Explain to me, what is the Olympics. The year is", nations
meta-llama/Llama-3.2-1B,What is the Olympics. The year is, the
meta-llama/Llama-3.2-1B,Today I learned about the Olympics. The year is, 
meta-llama/Llama-3.2-1B,I'd like to know more about the Olympics. The year is, in
meta-llama/Llama-3.2-1B,Give me an overview of the Olympics. The year is, Berlin
meta-llama/Llama-3.2-1B,Share some insights on the Olympics. The year is, in
meta-llama/Llama-3.2-1B,Can you tell me about the Olympics. The year is, held
meta-llama/Llama-3.2-1B,I'd love to learn more about the Olympics. The year is, old
meta-llama/Llama-3.2-1B,Help me understand the Olympics. The year is, the
meta-llama/Llama-3.2-1B,I'm curious about the Olympics. The year is, de
meta-llama/Llama-3.2-1B,Give me an overview of the Olympics. The year is, You
